Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6
0.1845237494499515,0.13964396029245038,0.023301054442817916,0.05160372728724879,0.11263232032376247,0.07576479200495316,0.0005817115264812791
0.09353874550290096,0.1674878050848577,0.04666773444721332,0.08103414746159276,0.21289783609817267,0.011671266013933892,0.0
0.0,0.2471507014775493,0.02244431802554497,0.025629464975201372,0.17570674110062987,0.09049395621530971,0.017486595204727836
0.11589465891705299,0.11365925500076568,0.0,0.0,0.21401602613453097,0.03437280306117282,0.012507160131733114
0.15921510868391595,0.09307383860001951,0.06764899988226285,0.15629007636113085,0.12234420653236734,0.031238054221526382,0.06876406814324765
0.17859311049142576,0.09546966766683057,0.1506448345360014,0.002481658302193492,0.03544979076364118,0.1471715866742403,0.1478345250896371
0.08920290671345561,0.1386826719143968,0.0,0.025922499122080486,0.22397108234159707,0.08726184908589896,0.146468126085351
0.11067464858503016,0.20516246065621643,0.0,0.0,0.0,0.11847861174277978,0.0
0.1629936032607627,0.06744641580033765,0.005716790994118997,0.04514732412797107,0.1157949877933321,0.0903535163767998,0.14051197452016828
0.17559359324382948,0.19681021779891225,0.0,0.04909698148406701,0.017743834932599505,0.07640861204861649,0.11625397349507206
0.051611973247157265,0.2372922902908973,0.1250678161071556,0.054743679795307414,0.1222963921071262,0.029907584215954547,0.0
0.09468279713140984,0.1222883480611255,0.0,0.0,0.11604913690297997,0.1269570613131541,0.18858332634793107
0.2208493949825444,0.0,0.07684392785066312,0.0,0.08872280894734323,0.05996300806609133,0.12499992549256539
0.11257319277125719,0.024970894582970155,0.06002362998343133,0.18894421904111813,0.06687702119596829,0.17138598382824563,0.025448881776168553
0.18602557276269416,0.06612423683068755,0.06140746812859803,0.0808580701489424,0.14847289157121682,0.04347220855176246,0.11244325282934041
0.040710155710158395,0.10201343819011174,0.032308118583317925,0.10164939981738651,0.194623452138895,0.1608122896797282,0.11412018181076486
0.07107103128459881,0.2414032553453449,0.04819546691335362,0.0,0.07418798227455282,0.09777060964073625,0.09071350485743732
0.18756680510823664,0.12732306487587905,0.05945316089214792,0.0,0.1716149527144063,0.05529010632873723,0.11067681942148029
0.15713881898351392,0.12939783848227376,0.00853906761348689,0.02960111114264842,0.11672723880846708,0.09985570664070488,0.08538893714979032
0.17446231686629693,0.12018661445080665,0.0915647536861362,0.0691659207791588,0.14899675756124872,0.07369292613386154,0.13591751488225032
0.1301246994056579,0.07624509253577182,0.0,0.0,0.21682722246791616,0.05935051210037843,0.13073108837435812
0.07176516375081289,0.19450213062562186,0.0456769375130025,0.11553219814839188,0.1006226841198559,0.10119047176397658,0.1028757835158127
0.2046298995669298,0.03332197019335246,0.0,0.019231535425760428,0.20507884957884248,0.14662569481306958,0.11712772183486263
0.20355236084794848,0.0,0.11345624885891824,0.0,0.04177397111061977,0.1399658526739586,0.09642588053654072
0.1078809802119917,0.09489726296712936,0.29903350301931775,0.09055820746097627,0.09052424744942515,0.05249565244228296,0.13058416152955776
0.10163825085227769,0.09472704670255536,0.0010802252887291946,0.14948993921383447,0.21688832404513594,0.1355354108693023,0.140135944066717
0.18614175802402058,0.1413841955818324,0.0,0.0,0.08846404720929829,0.10761666807302667,0.08561503345426015
0.09087176584562118,0.1334866202668703,0.03891070558280775,0.09055187169224888,0.17704955137609252,0.15268605974306737,0.08832868188782884
0.14964242244858558,0.04700542858538061,0.06439175306408418,0.14695371791004225,0.13342170283464647,0.05971692777168648,0.1485105554163828
0.13974227196550776,0.1383149013196645,0.08242183862169823,0.05864608563154255,0.07288724082705413,0.162748307056489,0.1074130667575461
0.11116800504653243,0.1073444238010242,0.010550103765934916,0.06794058620783895,0.21564334398549978,0.13579553323522225,0.033108212966335676
0.18059578511830035,0.07922432262596203,0.055805738498658344,0.0415905245172675,0.19142404042147376,0.0,0.14037087991890798
0.2429077245226139,0.0,0.039525389663864534,0.11167847433552645,0.13778527202890556,0.1404098059294987,0.1365534034631616
0.065095092803935,0.19912539874361024,0.0,0.08247615179017465,0.08650341489147607,0.06243915698399555,0.1229993565582734
0.10933639143607042,0.1644299913999681,0.07019648819004744,0.10815004701735201,0.06982446288257521,0.14037256201288106,0.0330693363879106
0.2651797919909019,0.06735717666679268,0.015153318230483747,0.07795988902218408,0.03216972375209384,0.027846334462644562,0.13097150897468243
0.0,0.18910697924924824,0.0,0.07932132212987607,0.1716678611414246,0.12608129670087537,0.12729834906047147
0.1472562259154536,0.06474571051855638,0.03323083274360449,0.17366651521440854,0.1788490979080244,0.09698705740949203,0.07305000255823409
0.1741186690585166,0.0983713262895604,0.008918004915651485,0.05521824428227538,0.12066784995837312,0.15445151853900088,0.08653101573856406
0.027752849818986042,0.17721267067605412,0.0,0.1293880420640051,0.1796082851035514,0.11392847391416383,0.12937054679547422
0.0,0.12379525018494589,0.024432374057584583,0.0,0.19787363766003196,0.0,0.17341539662574604
0.16258261235004826,0.13619557083262204,0.0858941318796223,0.03578152226206849,0.08510739340552481,0.026435090650539922,0.12273593601427053
0.024016587947524686,0.23036351343620065,0.08616216039471553,0.005381732825576801,0.14588801615977026,0.11061210444978861,0.10002548788818148
0.035473335701433295,0.15008006321191328,0.06546555849518612,0.10270161792101319,0.23110219965958598,0.13074600996931404,0.13561887820156457
0.14179447554882996,0.1665152824663632,0.029329874947469213,0.07206388734884728,0.14130577104443703,0.1396553614256706,0.015154568905379334
